Ticker,Company Name,monthly_return,capm_beta,book_price,CAP,GPM
STE,STERIS Plc,2.27,1.3173571,0.35299158,7533.448,39.240406
STL,Sterling Bancorp,#N/A,1.0483739,0.54754204,3347.6558,#N/A
SHOO,"Steven Madden, Ltd.",-7.65,0.4708092,0.31446102,2560.329,36.93461
STC,Stewart Information Services Corporation,#N/A,0.8710131,0.7212739,896.326,#N/A
SF,Stifel Financial Corp.,-1.77,1.6973395,0.732432,3650.334,97.78446
STRA,"Strayer Education, Inc.",3.77,0.89100343,0.18116495,974.5812,46.08196
SYK,Stryker Corporation,4.23,0.79213446,0.16443901,53115.48,63.89404
RGR,"Sturm, Ruger & Company, Inc.",-3.74,0.002631055,0.28714415,900.9467,33.049034
SCMP,"Sucampo Pharmaceuticals, Inc. Class A",-10.87,1.3634889,0.3849692,547.634,66.963264
INN,"Summit Hotel Properties, Inc.",-1.86,1.1950037,0.683026,1667.2227,22.138361
SXC,"SunCoke Energy, Inc.",12.9,1.3130533,0.43675002,588.0865,16.56176
STI,"SunTrust Banks, Inc.",#N/A,1.2968214,0.7571744,28450.58,#N/A
SMCI,"Super Micro Computer, Inc.",#N/A,-0.13903968,#N/A,1075.8036,14.173042
SPN,"Superior Energy Services, Inc.",-12.44,2.1339653,0.9734962,1634.9293,-12.633939
SUP,"Superior Industries International, Inc.",-4.89,0.73367786,1.018511,414.6849,14.360353
SUPN,"Supernus Pharmaceuticals, Inc.",1.44,1.2989858,0.09224292,2029.3464,94.425186
SVU,SUPERVALU INC.,-17.34,2.3011122,0.6028788,826.5,12.660256
SRDX,Surmodics Inc,-3.53,0.78013647,0.27187347,406.4185,81.32163
SIVB,SVB Financial Group,#N/A,1.6366961,0.3178973,9864.068,#N/A
SYKE,"Sykes Enterprises, Incorporated",-1.57,0.8537262,0.58860916,1250.6432,30.43472
SYMC,Symantec Corporation,-2.12,1.1284909,0.1764621,20046.617,75.11819
SYNA,Synaptics Incorporated,-4.51,1.166692,0.5756823,1357.1339,29.7928
SNCR,"Synchronoss Technologies, Inc.",13.01,1.6114923,1.2796547,422.86362,38.435448
SYF,Synchrony Financial,1.75,1.0140233,0.5324425,24299.234,92.62684
SNX,SYNNEX Corporation,3.16,1.077936,0.37106156,5006.76,8.737586
SNPS,"Synopsys, Inc.",3.41,0.9958041,0.24383357,12098.666,76.53469
SNV,Synovus Financial Corp.,#N/A,1.1271861,0.48915198,5507.2393,#N/A
SYY,Sysco Corporation,0.86,0.5218116,0.080781996,28595.615,17.684502
TROW,T. Rowe Price Group,0.09,1.2859848,0.22025086,21956.7,84.25304
TLRD,"Tailored Brands, Inc.",3.55,1.882912,-0.1427847,710.3814,42.639675
TTWO,"Take-Two Interactive Software, Inc.",3.94,0.80954057,0.08839513,10819.513,41.7903
SKT,"Tanger Factory Outlet Centers, Inc.",-4.73,0.48582888,0.30656925,2318.8777,42.344364
TPR,"Tapestry, Inc.",-0.34,0.4479854,0.26004422,11354.932,68.64737
TGT,Target Corporation,-1.54,0.6329072,0.33357224,32230.275,26.368803
TCO,"Taubman Centers, Inc.",-4.46,0.53013265,0.025251148,3017.3882,37.784763
TCF,TCF Financial Corporation,#N/A,1.2481918,0.69467556,2928.0503,#N/A
TEL,TE Connectivity Ltd.,4.63,1.0617775,0.26519448,29213.332,32.31737
TISI,"Team, Inc.",-6.02,1.4626086,1.4620819,398.3535,27.454927
TECD,Tech Data Corporation,1.63,0.7625486,0.6639862,3389.1765,4.9625854
FTI,TechnipFMC Plc,#N/A,1.5439633,0,13041.432,#N/A
TGNA,"TEGNA, Inc.",-6.57,1.5327479,0.8659006,2867.493,63.13128
TDY,Teledyne Technologies Incorporated,3.09,1.0042181,0.26048082,5624.0986,38.825058
TFX,Teleflex Incorporated,-2.75,1.048283,0.20465638,10900.265,54.0255
TDS,"Telephone and Data Systems, Inc.",1.71,1.0338781,1.2923748,3095.79,35.756268
TTEC,"TeleTech Holdings, Inc.",-0.92,0.90962815,0.1847899,1907.7279,22.482914
TPX,Tempur Sealy International Inc,-0.38,1.5924714,-0.004274312,3482.3892,41.467083
THC,Tenet Healthcare Corporation,-9.63,1.1517273,0.29293782,1654.669,7.1352124
TNC,Tennant Company,2.02,1.0666757,0.2270693,1179.9019,43.49428
TDC,Teradata Corporation,-1.92,1.2258167,0.22226952,4267.6772,51.507324
TER,"Teradyne, Inc.",8.41,1.03297,0.21406098,7383.383,52.54299
TEX,Terex Corporation,1.77,1.8901442,0.30014858,3763.6719,16.967884
TESO,Tesco Corporation,-19.92,1.1128398,1.7223092,254.81474,-27.97969
TTEK,"Tetra Tech, Inc.",2.57,1.0848355,0.30941987,2642.271,12.715882
TTI,"TETRA Technologies, Inc.",-1.34,0.75315166,0.71510506,331.53738,10.016206
TCBI,"Texas Capital Bancshares, Inc.",#N/A,1.6624421,0.43653724,4257.5527,#N/A
TXN,Texas Instruments Incorporated,3.83,1.2845845,0.10875199,88417.02,59.24458
TXRH,"Texas Roadhouse, Inc.",-0.09,0.51389724,0.21242674,3490.2754,15.1915865
TXT,Textron Inc.,-2.83,1.5750865,0.39102244,14192.531,22.874964
TMO,Thermo Fisher Scientific Inc.,-0.11,1.0796351,0.28243816,73810.61,46.96209
TPRE,Third Point Reinsurance Ltd.,#N/A,1.277931,0.79989123,1612.8479,#N/A
THO,"Thor Industries, Inc.",4.18,1.4208518,0.22008662,6621.1084,13.439417
TIF,Tiffany & Co.,-0.12,1.954779,0.25854325,11426.609,62.47938
TTS,"Tile Shop Holdings, Inc.",-21.98,1.7237151,0.31479162,661.3117,69.99572
TWX,Time Warner Inc.,-4.11,0.9941651,0.32070425,79808.55,43.464764
TIME,"Time, Inc.",-10.24,0.6725212,1.2545521,1344.3301,53.641094
TKR,Timken Company,-3.13,1.463793,0.3491202,3768.311,26.458914
TMST,TimkenSteel Corp,-10.85,2.0869398,0.96541697,732.60004,-3.1167352
TWI,"Titan International, Inc.",-3.6,1.7341911,0.55698234,605.9635,11.258975
TVTY,"Tivity Health, Inc.",7.56,0.2633477,0.10512596,1613.6921,27.902905
TIVO,TiVo Corp.,-6.75,0.08603688,0.8763388,2419.6157,56.49175
TJX,TJX Companies Inc,-5.1,0.7121164,0.09998431,46912.5,28.98148
TOL,"Toll Brothers, Inc.",5.96,1.5401766,0.5678053,6720.338,19.836374
TMP,Tompkins Financial Corporation,#N/A,0.7642529,0.4178099,1302.3689,#N/A
TR,"Tootsie Roll Industries, Inc.",-5.29,0.66359,0.31372002,2402.9795,38.50278
BLD,TopBuild Corp.,-0.37,0.5702561,0.389732,2414.32,22.970652
TMK,Torchmark Corporation,#N/A,1.0042372,0.45990744,9311.161,#N/A
TTC,Toro Company,-0.51,0.6083446,0.08071347,6695.2217,36.61378
TSS,"Total System Services, Inc.",5.07,1.1174754,0.15887247,12066.213,24.297277
TSCO,Tractor Supply Company,-4.48,1.2878429,0.18437861,8052.45,32.18849
TDG,TransDigm Group Incorporated,4.11,0.6210066,-0.044018436,13264.897,52.30851
RIG,Transocean Ltd.,-2.84,1.8291181,3.865133,4209.4385,32.75655
TRV,"Travelers Companies, Inc.",#N/A,1.2613229,0.62703496,33533.723,#N/A
TG,Tredegar Corporation,3.9,1.7486156,0.4876793,594.48474,15.915665
THS,"TreeHouse Foods, Inc.",-2.55,0.6455083,0.6644135,3874.1563,16.963488
TREX,"Trex Company, Inc.",12.79,2.4102824,0.04169222,2650.2869,39.00933
TPH,TRI Pointe Group Inc,17.1,1.74944,0.651954,2077.4248,22.801735
TRMB,Trimble Inc.,1.3,2.330148,0.22444929,9934.175,49.77563
TRN,"Trinity Industries, Inc.",0.23,2.2403114,0.7916891,4829.6597,24.6758
TRIP,"TripAdvisor, Inc.",-6.17,2.3323298,0.27793396,5622.9497,88.37837
TGI,"Triumph Group, Inc.",1.73,1.7430332,0.5499283,1475.8698,15.9749
TBI,"TrueBlue, Inc.",12.42,2.3703234,0.45954087,928.0606,23.013763
TRST,TrustCo Bank Corp NY,#N/A,1.196536,0.4923695,855.3612,#N/A
TRMK,Trustmark Corporation,#N/A,1.1532782,0.6824156,2243.6194,#N/A
TTMI,"TTM Technologies, Inc.",0.62,1.5467607,0.51813006,1564.8812,15.771073
TUP,Tupperware Brands Corporation,-4.45,1.7260802,0.07152994,3145.4492,67.43482
FOXA,"Twenty-First Century Fox, Inc. Class A",-2.21,1.369626,0.32480007,48830.906,35.691227
FOX,"Twenty-First Century Fox, Inc. Class B",-2.49,1.2916847,0.33373365,47738.785,35.691227
TYL,"Tyler Technologies, Inc.",-0.23,1.0028287,0.14045489,6545.992,45.18526
TSN,"Tyson Foods, Inc. Class A",0.73,0.29683053,0.3722568,24817.908,12.85923
USB,U.S. Bancorp,#N/A,0.8564303,0.45294613,89334.53,#N/A
USCR,"U.S. Concrete, Inc.",0.54,1.314267,0.1538413,1220.266,16.347933
USPH,"U.S. Physical Therapy, Inc.",5.86,1.0586381,0.22049025,773.1124,24.171629
SLCA,"U.S. Silica Holdings, Inc.",-2.36,2.2794611,0.51504505,2522.854,2.5366957
UDR,"UDR, Inc.",0.43,0.406387,0.29387996,10176.805,23.829432
UGI,UGI Corporation,0.02,0.68929327,0.34255028,8124.2974,50.978394
ULTA,Ulta Beauty Inc,-8.43,0.51270235,0.12365133,13935.469,35.99019
ULTI,"Ultimate Software Group, Inc.",3.14,1.0962312,0.07268413,5654.1675,61.588066
UMBF,UMB Financial Corporation,#N/A,0.82614386,0.53727734,3714.2542,#N/A
UMPQ,Umpqua Holdings Corporation,#N/A,1.1156607,0.86946726,4296.59,#N/A
UAA,"Under Armour, Inc. Class A",-16.97,0.037992507,0.3699773,7266.404,46.158684
UA,"Under Armour, Inc. Class C",-16.44,0.5516589,0.40174466,6622.657,46.158684
UFI,"Unifi, Inc.",3.43,0.88317186,0.520161,649.527,15.656683
UNF,UniFirst Corporation,1.36,0.7293851,0.44884494,2924.8171,33.069935
UNP,Union Pacific Corporation,-1.84,0.86882395,0.21100032,91597.12,41.46733
UNT,Unit Corporation,-6.94,2.8414152,1.2386957,1088.2634,7.9506526
UBSI,"United Bankshares, Inc.",#N/A,1.0247825,0.76740474,3900.1233,#N/A
UCBI,"United Community Banks, Inc.",#N/A,0.87705576,0.55334634,2094.9346,#N/A
UAL,"United Continental Holdings, Inc.",-4.05,1.0138679,0.47063485,18035.85,17.769997
UFCS,"United Fire Group, Inc.",#N/A,0.7158829,0.80361545,1146.7847,#N/A
UIHC,United Insurance Holdings Corp.,#N/A,1.5302349,0.70829016,696.67834,#N/A
UNFI,"United Natural Foods, Inc.",-5.57,1.3748877,0.85697955,2105.3691,15.407035
UPS,"United Parcel Service, Inc. Class B",-3.14,0.9135711,0.003969964,103517.58,12.763214
URI,"United Rentals, Inc.",-0.14,2.6383114,0.13830455,11733.481,37.78202
X,United States Steel Corporation,-2.14,2.9710712,0.5167156,4489.4316,1.2766787
UTX,United Technologies Corporation,0.32,1.0623742,0.28475985,92698,28.114605
UTHR,United Therapeutics Corporation,-0.52,1.373028,0.36333337,5063.393,95.45284
UNH,UnitedHealth Group Incorporated,#N/A,0.6410745,0.19124623,188995.25,#N/A
UNIT,Uniti Group Inc,11.4,1.276389,-0.5165683,2562.8765,42.991188
UVV,Universal Corp,-0.42,1.4281414,0.8875443,1451.1566,19.00978
UEIC,Universal Electronics Inc.,-4.52,1.5916823,0.32125652,908.8454,23.447046
UFPI,"Universal Forest Products, Inc.",8.61,1.8512402,0.3697521,2001.6199,14.645611
UHT,Universal Health Realty Income Trust,-3.02,0.3605989,0.19212487,1036.8253,33.753223
UHS,"Universal Health Services, Inc. Class B",-6.24,0.94738644,0.4567968,10612.22,13.066196
UVE,"Universal Insurance Holdings, Inc.",#N/A,1.8461908,0.4440124,800.883,#N/A
UNM,Unum Group,#N/A,1.6461294,0.74983364,11471.864,#N/A
UE,Urban Edge Properties,-2.98,0.5548804,0.19669096,2745.2764,51.249218
URBN,"Urban Outfitters, Inc.",0.49,0.6125402,0.46072277,2659.6077,35.223534
UBA,Urstadt Biddle Properties Inc. Class A,-0.16,0.513437,0.47738844,830.67816,48.313366
ECOL,"US Ecology, Inc.",-8.43,0.69981897,0.27047458,1175.3685,30.899271
VFC,V.F. Corporation,4.68,0.78667986,0.17134556,25078.535,48.205452
VLO,Valero Energy Corporation,0.07,1.1928508,0.56217253,34003.305,4.8454247
VLY,Valley National Bancorp,#N/A,0.88578475,0.74725616,3183.576,#N/A
VMI,"Valmont Industries, Inc.",-0.91,1.0235798,0.2636478,3571.627,26.245087
VVV,Valvoline Inc.,0.29,1.6763653,-0.067017324,4760.35,40.59098
VREX,Varex Imaging Corporation,-0.07,5.0936575,0.40769294,1273.4066,42.17062
VAR,"Varian Medical Systems, Inc.",#N/A,0.64573884,#N/A,9175.502,44.168633
VDSI,"VASCO Data Security International, Inc.",7.42,1.2811017,0.4705116,484.0485,63.341373
VVC,Vectren Corporation,1.03,0.84770036,0.3130042,5458.9097,17.11157
VECO,Veeco Instruments Inc.,-11.23,0.76862544,0.81160426,1035.3794,34.182175
VTR,"Ventas, Inc.",-3.9,0.10781678,0.47073075,23196.895,33.039574
VRA,"Vera Bradley, Inc.",-12.75,1.006998,1.0882612,317.28336,56.806957
PAY,"VeriFone Systems, Inc.",-5.02,2.0148711,0.3833183,2275.1729,35.985767
VRSN,"VeriSign, Inc.",-0.72,1.033237,-0.10831448,10518.247,82.64334
VRSK,Verisk Analytics Inc,0.01,0.76638734,0.093856186,13686.149,53.58861
VRTV,Veritiv Corp,-1.65,1.1516818,1.074076,510.25,17.360023
VZ,Verizon Communications Inc.,-3.22,0.56157315,0.11541839,201891.53,46.537544
VSM,"Versum Materials, Inc.",4.19,1.6655393,-0.030023657,4222.8267,44.387177
VRTX,Vertex Pharmaceuticals Incorporated,-4.09,1.6462469,0.03185388,38417.977,87.63583
VIAB,Viacom Inc. Class B,-10.31,1.551826,0.4483271,11202.815,44.70692
VVI,Viad Corp,-4.12,0.51367027,0.3029303,1242.6393,7.119261
VSAT,"ViaSat, Inc.",-0.46,0.7267113,0.46258953,3731.268,31.118784
VIAV,Viavi Solutions Inc.,-2.4,1.2392975,0.37167275,2156.8801,58.17106
VICR,Vicor Corporation,-6.68,1.4937555,0.15560485,928.4088,45.719494
VRTS,"Virtus Investment Partners, Inc.",-0.57,1.8604728,0.46926606,837.63824,77.41277
VRTU,Virtusa Corporation,-0.41,1.658521,0.4355367,1102.0323,26.830349
V,Visa Inc. Class A,1.04,0.9670109,0.10874685,239298.23,78.34505
VSH,"Vishay Intertechnology, Inc.",10.73,1.1787487,0.4819991,2707.2715,23.884544
VSTO,Vista Outdoor Inc,-6.82,0.4135264,1.1893529,1149.2167,26.274616
VSI,"Vitamin Shoppe, Inc.",-9.85,0.75398797,4.0834646,127.44682,31.311012
VG,Vonage Holdings Corp.,-1.22,-0.1241915,0.24785306,1850.1163,54.59528
VNO,Vornado Realty Trust,-3.17,1.0084063,0.41398883,14597.809,41.88782
VMC,Vulcan Materials Company,-0.3,0.8473442,0.28378838,15808.848,27.857218
WRB,W. R. Berkley Corporation,#N/A,0.9160166,0.60725915,8126.863,#N/A
GWW,"W.W. Grainger, Inc.",5.09,0.77151537,0.15465294,10242.729,39.779778
WNC,Wabash National Corporation,-1.84,1.6986198,0.34916487,1345.8147,16.559378
WDR,"Waddell & Reed Financial, Inc. Class A",-4.2,2.0852668,0.54329926,1673.2961,43.740097
WAGE,"WageWorks, Inc.",2.08,0.9218689,0.17347355,2409.4258,54.94814
WMT,"Wal-Mart Stores, Inc.",5.75,0.33845034,0.29234084,233873.02,25.536335
WBA,Walgreens Boots Alliance Inc,-10.93,1.1973008,0.44039485,79061.625,23.992977
WD,"Walker & Dunlop, Inc.",2.06,1.4250939,0.37619945,1577.4355,78.48268
DIS,Walt Disney Company,-2.32,1.3752763,0.27646074,157712,41.379498
WAFD,"Washington Federal, Inc.",#N/A,1.1649098,0.6511262,2934.0566,#N/A
WPG,Washington Prime Group Inc.,-5.02,0.94398165,0.61358845,1547.6426,35.20643
WM,"Waste Management, Inc.",1.65,0.7624436,0.14673705,33985.277,28.084356
WAT,Waters Corporation,4.53,0.8266848,0.14672834,14327.671,59.38481
WSO,"Watsco, Inc.",1.43,0.8324036,0.1699522,5751.2886,24.047188
WTS,"Watts Water Technologies, Inc. Class A",-2.87,1.1162082,0.3193287,2363.2144,40.446224
WDFC,WD-40 Company,-1.45,0.65137833,0.09056885,1564.8301,55.53183
WBS,Webster Financial Corporation,#N/A,1.2289088,0.47652894,4836.386,#N/A
WEC,WEC Energy Group Inc,3.27,0.15889928,0.41984475,19811.834,25.680178
WRI,Weingarten Realty Investors,-3.91,0.7022967,0.39365628,4076.2095,45.459053
WCG,"WellCare Health Plans, Inc.",#N/A,0.7831439,0.22835653,7644.573,#N/A
WFC,Wells Fargo & Company,#N/A,0.96737987,0.62154573,271772.1,#N/A
HCN,"Welltower, Inc.",-4.62,0.25228733,0.5683786,25924.75,35.09723
WEN,Wendy's Company,-2.59,0.9319398,0.14071494,3794.181,35.031673
WERN,"Werner Enterprises, Inc.",-2.8,0.94902897,0.3866625,2643.825,7.7154636
WST,"West Pharmaceutical Services, Inc.",2.22,1.1412696,0.15076211,7152.1187,33.20522
WABC,Westamerica Bancorporation,#N/A,1.0463449,0.37211996,1567.0333,#N/A
WR,"Westar Energy, Inc.",3.74,0.41875628,0.5018963,7047.871,44.299664
WDC,Western Digital Corporation,0.62,1.1713021,0.435048,25401.6,31.629393
WU,Western Union Company,0.85,1.0088682,0.09434682,8818.561,39.706234
WAB,Westinghouse Air Brake Technologies Corporation,-0.71,1.0757387,0.30218676,7271.9683,31.742794
WRK,WestRock Co.,#N/A,1.6847097,#N/A,14403.746,17.9838
WEX,WEX Inc.,5.3,1.8872563,0.28277025,4816.5947,39.77309
WY,Weyerhaeuser Company,2.05,1.4666125,0.34152237,25626.309,22.595852
WGL,"WGL Holdings, Inc.",0.28,0.69277614,0.31422663,4312.6396,16.876781
WHR,Whirlpool Corporation,-8.67,1.8689842,0.39346063,13279.68,16.743895
WSR,Whitestone REIT,1.08,1.006601,0.6494463,502.74445,44.58806
WLH,William Lyon Homes Class A,12.46,2.143023,0.7918961,732.4027,17.68143
WMB,"Williams Companies, Inc.",-4.81,1.3904777,0.21721637,24809.959,32.190956
WSM,"Williams-Sonoma, Inc.",1.5,0.91065645,0.27707818,4275.096,37.048126
WLTW,Willis Towers Watson Public Limited Company,1.38,0.90776664,0.45844433,20399.373,70.427025
WING,"Wingstop, Inc.",0.17,0.577731,-0.07664576,967.36676,69.00579
WGO,"Winnebago Industries, Inc.",5.29,2.0166469,0.17282309,1413.7867,13.653454
WTFC,Wintrust Financial Corporation,#N/A,0.82643545,0.5795936,4372.6787,#N/A
WETF,"WisdomTree Investments, Inc.",4.71,3.1847653,0.13303135,1393.8762,79.39584
WWW,"Wolverine World Wide, Inc.",-4.7,0.9340954,0.36451036,2786.3696,38.9099
WWD,"Woodward, Inc.",-1.52,1.2227932,0.25461605,4743.989,26.363396
WRLD,World Acceptance Corporation,2.61,2.4179673,0.59994626,730.77893,98.60675
INT,World Fuel Services Corporation,-12.8,0.89588165,0.99062383,2295.7068,1.6962181
WWE,"World Wrestling Entertainment, Inc. Class A",7.08,0.87354857,0.11827381,1815.7754,37.793465
WOR,"Worthington Industries, Inc.",-1.92,1.1397085,0.33302924,2858.624,17.244038
WPX,"WPX Energy, Inc. Class A",-2.52,2.4614778,0.83174396,4578.15,-23.555555
WYN,Wyndham Worldwide Corporation,-0.52,1.3464363,0.06329045,10670.777,33.613144
WYNN,"Wynn Resorts, Limited",-2.09,1.7330128,0.010519831,15273.6875,28.828018
XEL,Xcel Energy Inc.,1.49,0.2179838,0.43876868,24027.34,24.781282
XRX,Xerox Corporation,-7.19,1.1437993,0.62486774,8475.172,37.749516
XLNX,"Xilinx, Inc.",1.14,1.0904915,0.13720074,17608.34,69.63632
XL,XL Group Ltd,#N/A,1.0306948,1.0127311,10098.437,#N/A
XOXO,XO Group Inc.,0.01,0.94573057,0.33244687,505.63858,89.39889
XPER,Xperi Corp,-6.99,0.778031,0.45190993,1246.8599,86.6388
XYL,Xylem Inc.,2.63,1.1560528,0.18352027,11248.349,37.01247
YUM,"Yum! Brands, Inc.",-0.8,0.8559741,-0.21400127,24953.791,41.87873
ZBRA,Zebra Technologies Corporation Class A,3.12,1.6043727,0.12911466,5766.58,39.65373
ZBH,"Zimmer Biomet Holdings, Inc.",0.98,1.1824404,0.39631557,23663.889,60.496624
ZION,Zions Bancorporation,#N/A,1.4707955,0.73391205,9422.412,#N/A
ZTS,"Zoetis, Inc. Class A",-1.51,1.0162005,0.04727535,31104.168,64.566284
ZUMZ,Zumiez Inc.,-2.55,1.3468939,0.69740057,456.68112,29.794159
