Ticker,Company Name,monthly_return,capm_beta,book_price,CAP,GPM
HYH,Halyard Health Inc,-5.32,1.6854886,0.5603165,2108.982,35.03737
HBHC,Hancock Holding Company,#N/A,0.8903341,0.6623151,4106.961,#N/A
HBI,Hanesbrands Inc.,-7.03,0.7385901,0.14364414,8979.6875,38.344143
HAFC,Hanmi Financial Corporation,#N/A,0.7767985,0.5341388,1003.18494,#N/A
THG,"Hanover Insurance Group, Inc.",#N/A,1.1120328,0.6850363,4109.832,#N/A
HOG,"Harley-Davidson, Inc.",-2.54,0.940156,0.23052874,8113.51,36.91758
HLIT,Harmonic Inc.,13.01,0.99125874,0.9323215,248.8983,49.38472
HRS,Harris Corporation,2.3,1.1146477,0.17567968,15675.955,33.559322
HSC,Harsco Corporation,-0.04,3.2038884,0.056524023,1680.7692,18.229128
HIG,"Hartford Financial Services Group, Inc.",#N/A,0.9825802,0.82109594,19818.465,#N/A
HAS,"Hasbro, Inc.",-4.43,0.8700598,0.1616082,12216.433,51.36617
HVT,"Haverty Furniture Companies, Inc.",-6.68,1.0930588,0.5624077,552.5521,53.9621
HE,"Hawaiian Electric Industries, Inc.",4.77,0.49412784,0.52204555,3630.188,14.623247
HA,"Hawaiian Holdings, Inc.",-8.16,1.4084041,0.38012427,1970.3137,30.918745
HWKN,"Hawkins, Inc.",-5.22,0.7326951,0.5402522,432.82938,19.287497
HAYN,"Haynes International, Inc.",-1.34,1.5372303,0.6984744,449.15268,11.708858
HCA,HCA Healthcare Inc,-4.78,0.50398964,-0.2604969,28882.81,15.946012
HCI,"HCI Group, Inc.",#N/A,2.2972462,0.6733929,345.61206,#N/A
HCP,"HCP, Inc.",-6.09,0.37405846,0.45865992,13053.24,38.66304
HR,Healthcare Realty Trust Incorporated,-1.46,0.3255531,0.44052494,4038.9417,33.372227
HCSG,"Healthcare Services Group, Inc.",-2.56,0.6416575,0.088243164,3954.112,14.577627
HQY,HealthEquity Inc,-1.68,1.7685597,0.0876054,3054.9814,57.21702
HLS,HealthSouth Corporation,-1.58,0.53404444,0.17934687,4556.205,21.50576
HSTM,"HealthStream, Inc.",2.03,0.9421674,0.3684319,745.40955,47.409435
HTLD,"Heartland Express, Inc.",-10.88,0.52807236,0.2847299,2089.2393,17.912447
HSII,"Heidrick & Struggles International, Inc.",10.46,1.6251992,0.56012154,397.2273,27.60615
HELE,Helen of Troy Limited,-3.88,0.94119084,0.4065237,2641.741,43.94091
HLX,"Helix Energy Solutions Group, Inc.",-6.08,2.641959,1.558064,1091.599,11.760689
HP,"Helmerich & Payne, Inc.",1.43,1.2602022,0.7770271,5658.1846,7.8092346
HSIC,"Henry Schein, Inc.",-4.13,1.0275354,0.2237662,12986.362,27.9473
MLHR,"Herman Miller, Inc.",-5.33,1.4518498,0.29280546,2145.9043,37.933453
HT,Hersha Hospitality Trust Class A,-4.42,1.3418916,1.1303936,776.83954,19.723658
HSY,Hershey Company,-3.3,0.36105302,0.035794728,22399.082,45.11943
HSKA,Heska Corporation,5.96,0.8295651,0.12696339,633.8624,41.428932
HES,Hess Corporation,-5.25,1.7755934,1.0397302,14903.688,-59.281815
HPE,Hewlett Packard Enterprise Co.,-5.02,2.6058946,1.3560597,23889.041,27.626537
HF,"HFF, Inc. Class A",5.95,1.1728846,0.14158456,1526.2068,41.41694
HIBB,"Hibbett Sports, Inc.",-7.48,0.72235686,1.2041972,295.6125,32.842976
HIW,"Highwoods Properties, Inc.",-2.6,0.8911924,0.4060548,5378.2373,32.645786
HRC,"Hill-Rom Holdings, Inc.",#N/A,1.1972198,#N/A,4875.09,43.729286
HI,"Hillenbrand, Inc.",-0.01,1.3561146,0.25376758,2447.5498,35.166046
HLT,Hilton Worldwide Holdings Inc,1.13,1.3080904,0.24780652,22287.922,21.289549
HMSY,HMS Holdings Corp.,-3.16,0.9407336,0.34624624,1669.8036,30.027363
HNI,HNI Corporation,-12.5,1.4735692,0.33188212,1800.9247,38.02211
HFC,HollyFrontier Corporation,0.44,1.2010032,0.7143995,6376.619,6.9739285
HOLX,"Hologic, Inc.",0.65,0.942761,0.20383509,10281.564,52.021038
HOMB,"Home BancShares, Inc.",#N/A,1.1704575,0.42038244,4379.8564,#N/A
HD,"Home Depot, Inc.",-0.97,1.0810179,0.021726558,193164.36,32.305088
HMST,"HomeStreet, Inc.",#N/A,0.18886274,0.80828184,725.87885,#N/A
HON,Honeywell International Inc.,-0.65,0.9701048,0.1766005,107980.76,37.753468
HOPE,"Hope Bancorp, Inc.",#N/A,1.3977023,0.743623,2399.1235,#N/A
HMN,Horace Mann Educators Corporation,#N/A,1.1591,0.7340826,1600.0303,#N/A
HRL,Hormel Foods Corporation,-3.11,0.585232,0.27010718,16961.553,22.767782
HPT,Hospitality Properties Trust,0.12,1.062168,0.6069036,4680.414,23.804634
HST,"Host Hotels & Resorts, Inc.",2.31,1.2925622,0.48463878,13662.262,14.27256
HPQ,HP Inc.,3.59,1.8413693,-0.10540564,33338.277,18.76063
HSNI,"HSN, Inc.",-3.41,1.3953581,0.09925967,2046.8379,32.90711
HUBG,"Hub Group, Inc. Class A",-0.58,1.4436058,0.4285181,1465.1853,7.427249
HUBB,Hubbell Incorporated Class B,4.16,1.0967039,0.22796379,6346.294,32.460415
HUM,Humana Inc.,#N/A,0.88464147,0.2802617,35208.727,#N/A
HBAN,Huntington Bancshares Incorporated,#N/A,1.3346211,0.6165137,15090.01,#N/A
HII,"Huntington Ingalls Industries, Inc.",0.43,1.1841463,0.15367101,10303.0205,20.65648
ICON,"Iconix Brand Group, Inc.",#N/A,1.3036422,4.012725,325.46802,#N/A
ICUI,"ICU Medical, Inc.",0.59,0.31282678,0.21144389,3688.0076,53.08721
IDA,"IDACORP, Inc.",1.75,0.54171985,0.46440253,4431.06,24.59355
IEX,IDEX Corporation,2.42,1.2221112,0.15753281,9311.786,46.60894
IDXX,"IDEXX Laboratories, Inc.",3.02,0.4627326,-0.007411907,13574.434,54.73709
INFO,IHS Markit Ltd.,-3.65,0.81917274,0.45718098,17583.219,49.77694
IIVI,II-VI Incorporated,5.2,0.020773575,0.31554517,2598.2683,39.95212
ILG,"ILG, Inc.",5.92,1.5188677,0.42364165,3338.981,42.55162
ITW,Illinois Tool Works Inc.,2.11,1.164283,0.07834718,50690.95,40.289726
ILMN,"Illumina, Inc.",0.39,0.7360773,0.07324596,29083.2,70.36816
IPXL,"Impax Laboratories, Inc.",-8,0.99222434,0.4664394,1509.3252,44.22819
INCR,"INC Research Holdings, Inc. Class A",4.82,1.3670948,0.09811838,2833.5813,21.389597
INCY,Incyte Corporation,-3.48,0.7868116,0.019613067,24634.4,90.59327
IRT,"Independence Realty Trust, Inc.",-0.74,1.0920961,0.7237151,701.69006,34.901085
INDB,Independent Bank Corp.,#N/A,0.9788819,0.44408685,2048.2312,#N/A
IPCC,Infinity Property and Casualty Corporation,#N/A,0.8269603,0.67101955,1040.2875,#N/A
IR,Ingersoll-Rand Plc,-1.94,1.3729535,0.28951594,22337.084,30.97292
NGVT,Ingevity Corporation,7.92,1.609629,0.042334598,2631.5957,30.320381
INGR,Ingredion Incorporated,1.16,0.6878434,0.28257802,8667.58,25.403225
IPHS,"Innophos Holdings, Inc.",-1.39,0.883614,0.3647586,960.6282,20.747639
IOSP,Innospec Inc.,-0.9,1.1597985,0.43894377,1488.024,35.363373
INVA,"Innoviva, Inc.",#N/A,2.514254,-0.2659578,1544.1632,#N/A
INGN,"Inogen, Inc.",1.46,0.97158104,0.09026909,1969.5017,49.516098
NSIT,"Insight Enterprises, Inc.",-2.36,1.6084179,0.44630516,1642.9716,13.506519
NSP,"Insperity, Inc.",3.95,0.8256464,0.030334204,1834.1718,16.147903
IBP,"Installed Building Products, Inc.",3.75,0.8153848,0.07016533,2064.694,27.948385
IIIN,"Insteel Industries, Inc.",-2.34,2.085422,0.46159738,497.16052,20.35327
ITGR,Integer Holdings Corporation,-4.36,1.0809603,0.48253438,1619.9119,26.245007
IART,Integra LifeSciences Holdings Corporation,-6.02,0.6370786,0.24022047,3956.8748,65.31694
IDTI,"Integrated Device Technology, Inc.",9.74,1.9648349,0.18697686,3551.965,58.118374
INTC,Intel Corporation,10.81,1.0983669,0.3077878,178214.4,60.55534
IPAR,"Inter Parfums, Inc.",6.87,1.8178432,0.25691193,1285.8412,62.7207
IBKR,"Interactive Brokers Group, Inc. Class A",11.73,1.0012269,0.26521057,3164.1113,82.244225
ICE,"Intercontinental Exchange, Inc.",-4.07,0.7122918,0.39962372,40258.2,65.82746
IDCC,"InterDigital, Inc.",-1.24,0.9466059,0.29403025,2559.8625,82.94761
TILE,"Interface, Inc.",1.58,1.3109508,0.23263887,1348.1625,38.45582
IBOC,International Bancshares Corporation,#N/A,1.5119932,0.64386785,2648.989,#N/A
IBM,International Business Machines Corporation,2.23,0.9397492,0.12521245,134313.81,46.779865
IFF,International Flavors & Fragrances Inc.,0.63,1.1856295,0.139262,11286.398,44.150272
IP,International Paper Company,-1.01,1.4660746,0.18387559,23460.977,22.216425
ISCA,International Speedway Corporation Class A,4.03,1.10874,0.80656594,1577.5518,33.629898
IPG,"Interpublic Group of Companies, Inc.",#N/A,1.4551115,0.2675802,8079.173,#N/A
INTL,INTL FCStone Inc.,4.41,1.7082977,0.5668766,716.72784,3.1359098
INTU,Intuit Inc.,2.65,1.1796137,0.035067745,36340.65,84.33456
ISRG,"Intuitive Surgical, Inc.",3.38,0.46921363,0.13223961,39046.188,69.495094
IVC,Invacare Corporation,-1.93,2.392964,0.8402693,517.6395,28.587824
IVZ,Invesco Ltd.,-0.06,1.8069685,0.5192222,14264.784,70.412735
ITG,"Investment Technology Group, Inc.",2.9,1.4620401,0.5291175,731.93445,59.397774
IPGP,IPG Photonics Corporation,8.38,1.674947,0.13737693,9919.1,57.119705
IRDM,Iridium Communications Inc.,9.68,1.7880424,1.1679288,1008.95715,63.556404
IRBT,iRobot Corporation,-9.49,0.99813277,0.2125312,2130.2795,49.471245
IRM,"Iron Mountain, Inc.",0.43,1.025824,0.18360582,10381.722,42.47102
ITRI,"Itron, Inc.",-0.63,1.0640335,0.2109232,2999.2676,32.243816
ITT,"ITT, Inc.",2.22,1.5228958,0.3459637,3895.76,31.520744
JJSF,J & J Snack Foods Corp.,-0.26,0.74929714,0.2566249,2459.1177,30.66809
JCP,"J. C. Penney Company, Inc.",-18.31,0.5024197,1.5685093,1182.2429,30.820116
SJM,J. M. Smucker Company,-0.73,0.625568,0.5694139,11920.048,36.106483
JBHT,"J.B. Hunt Transport Services, Inc.",-4.17,1.0505902,0.119413264,12191.24,13.3323965
JCOM,"j2 Global, Inc.",-1.01,0.8758168,0.25999773,3516.0237,72.27457
JBL,Jabil Inc,-1.91,0.5158253,0.4850983,5074.124,8.121702
JKHY,"Jack Henry & Associates, Inc.",3.28,0.7643369,0.12103892,7958.3193,42.769596
JACK,Jack in the Box Inc.,-0.2,0.51100355,-0.06475056,2998.9426,28.234186
JEC,Jacobs Engineering Group Inc.,-1.25,1.5034705,0.6058156,7007.9604,16.123728
JHG,Janus Henderson Group PLC,-1.51,-2.3913052,0.034644313,6838.763,35.858448
JBGS,JBG SMITH Properties,-6.96,2.049525,0.57367986,4043.6511,35.71838
JBLU,JetBlue Airways Corporation,0.85,0.6504834,0.62270486,5941.588,23.552473
JBSS,"John B. Sanfilippo & Son, Inc.",-9.18,0.9766916,0.35467568,760.4286,16.60149
JBT,John Bean Technologies Corporation,2.5,1.3150243,0.057718214,3191.4995,28.253147
JW.A,"John Wiley & Sons, Inc. Class A",0.58,1.1035091,0.32108775,3054.2693,70.298744
JNJ,Johnson & Johnson,2.76,0.8228516,0.18662935,349101.53,69.922295
JCI,Johnson Controls International plc,0.17,0.86227036,0.62267977,37566.348,19.549292
JLL,Jones Lang LaSalle Incorporated,#N/A,1.8548845,0.47648576,5593.349,#N/A
JPM,JPMorgan Chase & Co.,#N/A,1.2185308,0.6366942,331393.5,#N/A
JNPR,"Juniper Networks, Inc.",-8.42,1.05023,0.52442676,10589.315,62.121002
KALU,Kaiser Aluminum Corporation,-3.31,0.5563591,0.4596521,1743.6198,20.840221
KAMN,Kaman Corporation Class A,-0.93,0.73044544,0.37310484,1552.5391,30.363815
KSU,Kansas City Southern,-4.09,0.8435831,0.36756083,11269.53,34.021694
KS,KapStone Paper and Packaging Corporation,1.77,2.8034446,0.4166397,2083.5977,22.103191
KBH,KB Home,7.76,1.6601906,0.73842406,2086.3801,15.399148
KBR,"KBR, Inc.",5.17,1.0701697,0.27004483,2504.616,2.62418
K,Kellogg Company,-1.35,0.4894808,0.08700657,21517.65,37.790073
KELYA,"Kelly Services, Inc. Class A",2.12,1.061126,1.0069231,960.94696,17.16381
KEM,KEMET Corporation,12.95,3.639812,0.12895596,1190.1683,25.242052
KMPR,Kemper Corporation,#N/A,1.1822832,0.6010101,2726.7454,#N/A
KMT,Kennametal Inc.,4.1,1.9468881,0.28891966,3254.0261,31.492373
KEY,KeyCorp,#N/A,1.0957527,0.6891747,20307.51,#N/A
KEYS,Keysight Technologies Inc,3.34,1.2074436,0.19959109,7736.2617,56.065796
KRC,Kilroy Realty Corporation,-1.25,0.7804547,0.50460446,6996.9463,39.779385
KMB,Kimberly-Clark Corporation,-4.47,0.73901266,-0.002542533,41411.59,36.572903
KIM,Kimco Realty Corporation,-5.14,0.6747014,0.68096465,8321.133,44.9763
KMI,Kinder Morgan Inc Class P,-4.82,0.6510512,0.85252357,42793.414,38.221436
KND,"Kindred Healthcare, Inc.",-8.14,1.1060492,1.5769902,591.77,23.289392
KEX,Kirby Corporation,3.59,1.0584276,0.63143444,3561.6956,25.007666
KIRK,"Kirkland's, Inc.",0.74,1.2175776,0.7190087,183.00768,14.448587
KRG,Kite Realty Group Trust,-5.24,0.6359217,1.0525856,1692.7799,24.527615
KLAC,KLA-Tencor Corporation,0.3,1.6820052,0.077666774,16611.037,64.43792
KLXI,"KLX, Inc.",1.17,1.3337553,0.77859026,2720.602,24.630215
KNX,Knight-Swift Transportation Holdings Inc. Class A,-1.39,0.91468173,0.23649825,3350.3428,17.32497
KN,Knowles Corp.,4.39,0.79337144,0.6862928,1366.173,36.168976
KSS,Kohl's Corporation,-6.9,1.213987,0.7124731,7714.85,31.060686
KOPN,Kopin Corporation,-11.16,1.0226365,0.32700932,301.02267,21.323977
KOP,Koppers Holdings Inc.,2.34,1.0151271,0.030300602,957.403,16.71374
KFY,Korn/Ferry International,2.78,1.3349767,0.45489836,2257.2097,24.574417
KHC,Kraft Heinz Company,-1.93,0.4393278,0.609737,94470.125,38.67301
KRA,Kraton Corporation,12.72,1.2030852,0.3016538,1264.1948,20.43267
KR,Kroger Co.,0.59,0.82217383,0.35018924,17913.58,20.370739
KLIC,"Kulicke & Soffa Industries, Inc.",2.14,1.3406111,0.50564986,1533.4976,45.716305
LB,"L Brands, Inc.",0.81,0.6785987,-0.05922284,11900.46,40.838238
LLL,"L3 Technologies, Inc.",-1.89,1.173383,0.3149487,14711.795,10.389116
LH,Laboratory Corporation of America Holdings,-0.29,0.87591505,0.348777,15414.037,31.12489
LRCX,Lam Research Corporation,6.7,1.6419845,0.20211491,30003.125,47.3548
LAMR,Lamar Advertising Company Class A,0.47,1.145541,0.15583543,6718.2505,51.305878
LW,"Lamb Weston Holdings, Inc.",4.34,0.77864456,-0.0868917,6855.1753,24.889524
LANC,Lancaster Colony Corporation,1.53,1.044201,0.16757686,3297.1047,26.235645
LSTR,"Landstar System, Inc.",-1.85,0.79934406,0.13132153,4181.8916,12.460092
LCI,"Lannett Company, Inc.",4.12,2.7321548,0.7637493,681.1611,47.888493
LNTH,Lantheus Holdings Inc,6.68,0.85367423,-0.14562377,667.4644,45.644733
LHO,LaSalle Hotel Properties,-3.05,1.1216695,0.801806,3285.9863,18.08772
LZB,LaZBoy Incorporated,-0.97,0.97130656,0.45158827,1298.4092,40.038025
LCII,LCI Industries,3.25,1.2694763,0.17958876,2887.6772,24.538235
LTXB,"LegacyTexas Financial Group, Inc.",#N/A,1.2337432,0.46359494,1917.759,#N/A
LM,"Legg Mason, Inc.",-2.66,2.2728195,1.0898893,3699.8394,81.5961
LEG,"Leggett & Platt, Incorporated",-1.97,1.0255741,0.1730169,6290.814,23.697714
LDOS,"Leidos Holdings, Inc.",2.24,1.8077797,0.334293,8942.22,12.097118
LMAT,"LeMaitre Vascular, Inc.",-10.39,0.55843383,0.14706202,707.44684,68.79451
TREE,"LendingTree, Inc.",5.06,1.4853363,0.07322161,2925.6897,94.80985
LEN,Lennar Corporation Class A,2.15,1.3015589,0.53826064,12421.937,22.032248
LII,Lennox International Inc.,3.06,1.1960092,0.004577661,7475.2827,29.846773
LUK,Leucadia National Corporation,-1.26,1.2903138,1.1137792,9055.779,15.832427
LXP,Lexington Realty Trust,-1.82,0.96094877,0.53914297,2459.0632,50.04371
LGIH,"LGI Homes, Inc.",14.68,0.18636546,0.27626806,1049.8657,26.695889
LHCG,"LHC Group, Inc.",-4.85,0.6885676,0.33602574,1257.6089,37.71363
LPT,Liberty Property Trust,1.56,0.88987476,0.47649726,6048.3296,43.64199
LSI,"Life Storage, Inc.",-1.25,0.6037708,0.55626994,3807.1765,41.094025
LPNT,"LifePoint Health, Inc.",-12.12,0.6830031,1.133704,2291.9802,5.4572563
LGND,Ligand Pharmaceuticals Incorporated,3.18,0.943699,0.112297215,2865.922,85.121086
LECO,"Lincoln Electric Holdings, Inc.",-1.33,1.0822235,0.118177615,6028.4824,34.796116
LNC,Lincoln National Corporation,#N/A,2.032314,0.8441159,16132.14,#N/A
LNN,Lindsay Corporation,-1.29,0.49021357,0.25685376,983.05426,28.77805
LQDT,"Liquidity Services, Inc.",-3,0.86693543,0.9279692,185.76656,49.17334
LAD,"Lithia Motors, Inc. Class A",-5.07,1.7206852,0.3200424,3010.0356,14.426409
LFUS,"Littelfuse, Inc.",3.08,0.9278447,0.17546768,4449.0977,38.174183
LIVN,LivaNova Plc,2.33,0.5150561,0.48091432,3374.3438,54.277985
LYV,"Live Nation Entertainment, Inc.",-1.04,1.0703639,0.12603591,9006.137,22.364925
LPSN,"LivePerson, Inc.",1.38,1.3126266,0.17619929,792.89844,68.209305
LKQ,LKQ Corporation,1.65,0.9601176,0.29702714,11121.566,37.18959
LMT,Lockheed Martin Corporation,-2.18,0.57858664,0.016907921,88970.76,12.834406
L,Loews Corporation,#N/A,0.7511859,1.0898155,16111.089,#N/A
LOGM,"LogMeIn, Inc.",5.18,1.3646936,0.06340497,5796.2236,84.837
LPX,Louisiana-Pacific Corporation,-1.02,1.4940076,0.3048287,3921.1072,17.757677
LOW,"Lowe's Companies, Inc.",-1.35,1.1246763,0.0929276,66909.78,32.26079
LXU,"LSB Industries, Inc.",-4.02,4.5733643,2.2929888,225.53653,-13.201547
LKSD,"LSC Communications, Inc.",-2.26,6.328143,0.45711184,568.143,12.370006
LTC,"LTC Properties, Inc.",-1.54,0.20299686,0.4056867,1858.7167,77.76251
LL,"Lumber Liquidators Holdings, Inc.",-14.74,2.099781,0.26554814,1110.3453,31.818947
LITE,"Lumentum Holdings, Inc.",9.29,0.92320675,0.1593935,3370.048,33.21685
LMNX,Luminex Corp,2.23,0.17821608,0.44174266,880.3621,63.345272
LMOS,Lumos Networks Corp.,-0.78,0.7390917,0.3188474,429.07648,56.323128
LDL,"Lydall, Inc.",-0.48,1.6705221,0.27455157,987.95984,24.440592
LYB,LyondellBasell Industries NV,1.33,1.0797056,0.14458206,39071.08,20.479242
MTB,M&T Bank Corporation,#N/A,0.85229725,0.5856926,24363.902,#N/A
MDC,"M.D.C. Holdings, Inc.",6.36,1.3991115,0.69222057,1724.727,15.7546835
MHO,"M/I Homes, Inc.",15.22,1.273875,0.7352483,735.62646,20.466734
MAC,Macerich Company,-1.8,0.80896634,0.52227235,7746.2725,27.890066
CLI,Mack-Cali Realty Corporation,-3.21,1.2167186,0.7477357,2131.859,27.163103
M,Macy's Inc,-10.45,0.8591417,0.7578602,6645.4766,35.29754
MGLN,"Magellan Health, Inc.",-1.91,0.5410744,0.5482148,2074.8247,3.315888
MHLD,"Maiden Holdings, Ltd.",#N/A,1.2699771,1.4693594,688.6331,#N/A
MNK,Mallinckrodt Plc,-11.16,1.4505678,1.552946,3630.0674,55.01361
MANH,"Manhattan Associates, Inc.",-0.76,1.1533898,0.057607614,2865.4214,57.16384
MAN,ManpowerGroup Inc.,1.65,1.4368834,0.28608456,7858.76,16.962362
MANT,ManTech International Corporation Class A,2.19,0.9225749,0.69056535,1720.4387,14.474373
MRO,Marathon Oil Corporation,1.74,2.3831403,1.4563687,11526,-15.157433
MPC,Marathon Petroleum Corporation,2.69,1.5941163,0.42979804,27927.842,7.9715834
MCS,Marcus Corporation,-2.3,0.71381724,0.53611577,746.5159,39.193077
HZO,"MarineMax, Inc.",#N/A,1.0005041,#N/A,401.7686,23.993206
MKTX,MarketAxess Holdings Inc.,-5.05,0.6679186,0.0716425,6927.972,90.50792
MAR,"Marriott International, Inc. Class A",3.82,1.3434125,0.11612523,41237.242,14.397844
VAC,Marriott Vacations Worldwide Corporation,2.47,1.1991261,0.25554627,3299.3037,22.881573
MMC,"Marsh & McLennan Companies, Inc.",-3.57,0.99902207,0.14871112,42840.063,77.02273
MRTN,"Marten Transport, Ltd.",-3.91,1.3361512,0.40918857,1120.4227,11.002707
MLM,"Martin Marietta Materials, Inc.",1.91,1.1246717,0.30219445,12963.411,23.571672
MAS,Masco Corporation,0.1,1.5539303,-0.023533573,12151.614,33.31521
MASI,Masimo Corporation,-0.38,0.7382773,0.12719631,4472.6416,66.7697
MA,Mastercard Incorporated Class A,#N/A,1.2147061,0.035169672,149672,#N/A
MTDR,Matador Resources Company,-2.64,1.1498659,0.26120898,2723.8196,23.11505
MTRN,Materion Corporation,11.32,1.1126071,0.48235345,864.8759,18.464546
MTRX,Matrix Service Company,-5.62,0.76784587,0.8580019,404.32852,6.76429
MATX,"Matson, Inc.",-3.27,1.2388043,0.4036238,1196.1805,16.610012
MAT,"Mattel, Inc.",-7.01,0.87274873,0.4980222,5320.476,47.41818
MATW,Matthews International Corporation Class A,-0.53,1.1239344,0.35080603,2003.6389,37.856644
MMS,"MAXIMUS, Inc.",0.68,1.3274244,0.17288756,4183.0825,22.835283
MXL,MaxLinear inc,0.85,0.45870784,0.22146806,1580.1824,59.30145
MBFI,"MB Financial, Inc.",#N/A,1.2048752,0.640448,3776.5974,#N/A
MKC,"McCormick & Company, Incorporated",-3.11,0.52005285,0.13042946,13445.672,41.443954
MDR,"McDermott International, Inc.",-6.97,1.3086156,0.9738419,2064.7437,13.346476
MCD,McDonald's Corporation,2.46,0.6735221,-0.016119272,124903.04,41.445625
MCK,McKesson Corporation,-8.23,1.1999652,0.38136742,31950.88,5.3834877
MDU,"MDU Resources Group, Inc.",2.21,0.931717,0.4308175,5068.149,13.869506
MPW,"Medical Properties Trust, Inc.",-0.79,0.96600175,0.7660546,4780.4233,82.05889
MDCO,Medicines Company,-15.77,0.68924284,0.3196807,2688.6018,57.4898
MDSO,"Medidata Solutions, Inc.",-3.64,1.778648,0.092555024,4565.9634,73.97476
MED,"Medifast, Inc.",2.32,0.44252276,0.1296199,708.2841,74.91386
MD,"MEDNAX, Inc.",-0.25,0.32244626,0.6727161,4034.1345,29.66421
MDT,Medtronic plc,0.54,1.0086095,0.45611486,105346.57,62.268597
MRK,"Merck & Co., Inc.",-10.91,0.77751476,0.26473376,174618.05,66.16619
MCY,Mercury General Corporation,#N/A,0.53680074,0.56629103,3136.771,#N/A
MRCY,"Mercury Systems, Inc.",-2.95,0.22641976,0.31041634,2424.654,42.06267
MDP,Meredith Corporation,-4.12,1.1917077,0.42179754,2479.5242,61.673176
VIVO,"Meridian Bioscience, Inc.",1.98,0.880344,0.26445392,603.5002,65.17019
MMSI,"Merit Medical Systems, Inc.",-7.76,1.1965019,0.2932693,2121.396,43.892437
MTH,Meritage Homes Corporation,5.16,1.5043352,0.72916394,1790.4772,17.724886
CASH,"Meta Financial Group, Inc.",#N/A,0.8932299,0.39898336,754.41144,#N/A
MEI,"Methode Electronics, Inc.",6.01,0.78320295,0.31362215,1558.9396,30.140846
MET,"MetLife, Inc.",#N/A,1.5096598,1.1467018,54770.887,#N/A
MTD,Mettler-Toledo International Inc.,4.39,1.1225975,0.024487011,16072.309,55.527763
MGM,MGM Resorts International,-3.97,1.4275702,0.345589,18739.537,32.891502
KORS,Michael Kors Holdings Ltd,-0.05,0.043047607,0.20938118,7253.743,54.324944
MIK,Michaels Companies Inc,-7.46,0.8459508,-0.452419,3937.8984,39.016777
MCHP,Microchip Technology Incorporated,2.12,1.0376338,0.15059853,20894.158,41.655205
MU,"Micron Technology, Inc.",6.61,1.7696398,0.24516606,43734.96,20.203241
MSCC,Microsemi Corporation,1.07,1.1499424,0.2851638,5956.236,46.882175
MSFT,Microsoft Corporation,5.57,1.0218331,0.11291248,575062.8,61.732758
MSTR,MicroStrategy Incorporated Class A,1.21,0.6651401,0.3651015,1461.8964,81.81295
MAA,"Mid-America Apartment Communities, Inc.",-3.69,0.3609123,0.55116934,12144.455,31.541666
MDXG,"MiMedx Group, Inc.",3.29,0.8954482,0.09547326,1319.0988,85.90535
MTX,Minerals Technologies Inc.,-0.04,2.2653728,0.4003035,2479.3372,29.078945
MKSI,"MKS Instruments, Inc.",8.47,1.1178616,0.21294351,5126.099,41.02021
MINI,"Mobile Mini, Inc.",-3.66,2.2916098,0.5017268,1527.0652,84.23092
MHK,"Mohawk Industries, Inc.",2.25,1.3436439,0.2975372,18399.396,31.823877
MOH,"Molina Healthcare, Inc.",#N/A,0.8947802,0.42650485,3919.32,#N/A
TAP,Molson Coors Brewing Company Class B,-2.1,0.85772735,0.6570415,17585.256,37.975433
MNTA,"Momenta Pharmaceuticals, Inc.",#N/A,1.7021091,0.37110212,1413.289,#N/A
MCRI,"Monarch Casino & Resort, Inc.",7.36,1.0951974,0.30008617,698.5219,44.673138
MDLZ,"Mondelez International, Inc. Class A",-0.44,0.98906153,0.39736143,60802.125,38.379047
MPWR,"Monolithic Power Systems, Inc.",7.95,1.2704008,0.08686104,4422.6772,54.539257
TYPE,Monotype Imaging Holdings Inc.,11.81,0.98739666,0.32999334,804.2952,79.86197
MNRO,Monro Inc,-8.91,0.67339116,0.36028174,1836.8303,38.853134
MON,Monsanto Company,-0.66,1.0429653,0.08517285,52670.27,53.046703
MNST,Monster Beverage Corporation,1.58,0.8992838,0.10145005,31388.684,63.616646
MCO,Moody's Corporation,-0.05,1.3550197,-0.045108505,26603.033,69.113815
MOG.A,Moog Inc. Class A,2.16,1.8441855,0.31402373,2988.5247,29.606373
MS,Morgan Stanley,#N/A,1.6563725,0.73987246,87306.79,#N/A
MOS,Mosaic Company,0.9,1.2668229,1.2249739,7579.162,10.370246
MPAA,"Motorcar Parts of America, Inc.",-2.17,0.92210114,0.46125638,548.99,27.310425
MSI,"Motorola Solutions, Inc.",2.89,0.3191799,-0.06464619,13804.407,46.35641
MOV,"Movado Group, Inc.",-1.68,0.16290298,0.7455593,643.1686,53.878582
MSA,"MSA Safety, Inc.",-1.23,1.6755825,0.18486175,3023.4092,45.55279
MSM,"MSC Industrial Direct Co., Inc. Class A",5.03,0.63646597,0.23495312,4261.5215,45.009796
MSCI,MSCI Inc. Class A,-1.15,0.85432607,0.029647876,10532.69,71.02034
MTSC,MTS Systems Corporation,-2.74,1.2528398,0.46734545,899.6705,35.80274
MLI,"Mueller Industries, Inc.",-1.53,1.3864979,0.45058483,2020.2745,14.346758
LABL,Multi-Color Corporation,-0.51,0.77926356,0.2703066,1393.2318,21.315939
MUR,Murphy Oil Corporation,-0.82,2.2875364,1.0673563,4583.5356,5.923319
MUSA,"Murphy USA, Inc.",3.87,0.77376485,0.2537998,2400.9343,3.6442451
